embed_0,embed_1,embed_2,embed_3,embed_4,embed_5,embed_6,embed_7,embed_8,embed_9
-0.03163100406527519,0.0032873558811843395,-0.009214114397764206,1.9727722246898338e-05,-0.006786721292883158,0.003770381212234497,-0.006509722676128149,0.00016210199100896716,0.009236978366971016,0.011467290110886097
-0.008515791036188602,0.01980627328157425,0.005562162958085537,0.005600022152066231,0.02081720530986786,-0.013415880501270294,-0.020560625940561295,-0.029443951323628426,-0.009138903580605984,0.005746366456151009
-0.003975361119955778,-0.007500781677663326,-0.0026084990240633488,-0.0016641207039356232,-0.004169544205069542,0.005398802924901247,0.006061531137675047,-0.0024339978117495775,0.007488215807825327,-0.00038568279705941677
0.016928764060139656,0.025638118386268616,0.02142937295138836,0.014887320809066296,-0.0001135974089265801,0.013178303837776184,0.02977330982685089,-0.011624420993030071,-0.026856502518057823,-0.010321833193302155
0.005170379299670458,-0.007853198796510696,0.0027480439748615026,-0.02066931314766407,0.010644441470503807,0.006210146471858025,0.010175356641411781,-0.01534284371882677,0.0005717196618206799,0.002675892785191536
-0.006755599286407232,0.006528341677039862,0.0064522502943873405,0.002108827233314514,-0.00032055607880465686,0.0011588684283196926,-0.0012843608856201172,0.002446114318445325,-0.005803053267300129,-0.00012668693671002984
0.014075248502194881,-0.0026794597506523132,0.028596332296729088,-0.03558695688843727,0.031822893768548965,0.048574142158031464,0.006793063133955002,-0.01743573322892189,-0.016408372670412064,-0.012168269604444504
0.019360005855560303,-0.060165129601955414,0.0847737193107605,0.0969620794057846,0.02817542478442192,0.008997631259262562,0.03103616274893284,0.04525800794363022,-0.0747351199388504,-0.03584793955087662
0.0019830195233225822,-0.03483722358942032,0.021998971700668335,0.004615066107362509,0.0026424548123031855,0.056292593479156494,0.003621001960709691,-0.024237267673015594,-0.01163466740399599,0.014719192869961262
0.005112492945045233,0.009618622250854969,0.007464754395186901,-0.020969418808817863,0.015345786698162556,0.007958943955600262,-8.360556967090815e-05,-0.011818420141935349,0.013193887658417225,-0.01464836299419403
-0.023544183000922203,0.005326850805431604,0.05502808466553688,-0.04468752443790436,-0.023234566673636436,0.018703898414969444,-0.028248941525816917,0.021475134417414665,0.0062335520051419735,-0.009512749500572681
0.002617615507915616,-0.00834786519408226,0.003992426209151745,-0.017500873655080795,0.002476421883329749,-0.003157232655212283,0.005629126913845539,0.007372518070042133,-0.0032694267574697733,0.008142953738570213
-0.01221796777099371,-0.00935336947441101,0.005415479652583599,-0.0018177995225414634,-0.009516624733805656,-0.0046181161887943745,-0.003243794431909919,-0.003285822691395879,0.00206391722895205,-0.0009162798523902893
0.01291352417320013,0.01421391498297453,-0.016267549246549606,0.035901330411434174,-0.0027276587206870317,-0.000391824432881549,0.008915004320442677,-0.0017293915152549744,0.019887764006853104,0.02565912902355194
0.004517503548413515,-0.0038192414212971926,0.006349798757582903,-0.0023296682629734278,0.0030744101386517286,-0.0017221731832250953,0.002156588016077876,-0.001142334658652544,0.0023410532157868147,0.0023569809272885323
0.006741540506482124,0.01056202407926321,0.018281735479831696,0.006509450729936361,0.017816193401813507,0.01745545119047165,0.010134394280612469,-0.0005096089444123209,0.00994549784809351,0.02102603204548359
0.009279105812311172,0.006768900901079178,0.011176279745995998,0.021161196753382683,0.025385528802871704,-0.017098430544137955,0.01025613397359848,-0.013767251744866371,-0.02002408169209957,0.002986422274261713
-0.050599146634340286,0.0014721393818035722,-0.08268426358699799,-0.09049602597951889,0.07082094997167587,-0.08483922481536865,0.054408252239227295,0.09283008426427841,-0.0732637494802475,-0.04848500341176987
-0.08025733381509781,0.06059236451983452,0.04412689059972763,-0.005719351582229137,-0.00850069522857666,0.01348412036895752,-0.06474117934703827,0.0732957273721695,0.09588827192783356,-0.01226432342082262
